Chemical,Plant Part,Compound_ID,SMILES,InChIKey,Molecular_Weight,LogP,HBD,HBA,Rotatable_Bonds,TPSA,Bioactivity_Label,Standard_SMILES,Mol,MolWt,LogP,TPSA,HBD,HBA,Lipinski_OK,Has_Reactive
(+)-CATECHOL,Plant,CID_9064,C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,PFTAWBLQPZVEMU-DZGCQCFKSA-N,290.27,0.4,5,6,1,110,Active,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FE880>,290.271,1.5460999999999998,110.38000000000001,5,6,TRUE,FALSE
ALANINE,Leaf,CID_5950,C[C@@H](C(=O)O)N,QNAYBMKLOCPYGJ-REOHCLBHSA-N,89.09,-3,2,3,1,63.3,Active,C[C@H](N)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FE960>,89.09399999999998,-0.5818,63.32000000000001,2,2,TRUE,FALSE
ALPHA-IONONE,Flower,CID_5282108,CC1=CCCC(C1/C=C/C(=O)C)(C)C,UZFLPKAIBPNNCA-BQYQJAHWSA-N,192.3,3,0,1,2,17.1,Active,CC(=O)/C=C/C1C(C)=CCCC1(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FE9D0>,192.30199999999994,3.5141000000000027,17.07,0,1,TRUE,FALSE
ALPHA-TERPINEOL,Flower,CID_17100,CC1=CCC(CC1)C(C)(C)O,WUOACPNHFRMFPN-UHFFFAOYSA-N,154.25,1.8,1,1,1,20.2,Active,CC1=CCC(C(C)(C)O)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FEB20>,154.25299999999996,2.503700000000001,20.23,1,1,TRUE,FALSE
ARGININE,Leaf,CID_6322,C(C[C@@H](C(=O)O)N)CN=C(N)N,ODKSFYDXXFIFQN-BYPYZUCNSA-N,174.2,-4.2,4,4,5,128,Active,NC(N)=NCCC[C@H](N)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FEC70>,174.20399999999998,-1.5481,127.72000000000001,4,3,TRUE,FALSE
AROMADENDRIN,Plant,CID_122850,C1=CC(=CC=C1[C@@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O)O,PADQINQHPQKXNL-LSDHHAIUSA-N,288.25,1.8,4,6,1,107,Active,O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)cc2)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FECE0>,288.255,1.4806999999999992,107.22000000000001,4,6,TRUE,FALSE
ASCORBIC-ACID,Leaf,CID_9888239,C([C@@H]([C@@H]1C(C(=O)C(=O)O1)O)O)O,KRGQEOSDQHTZMX-IGCYCDGOSA-N,176.12,-1.5,3,6,2,104,Active,O=C1O[C@H]([C@@H](O)CO)C(O)C1=O,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FED50>,176.124,-2.805,104.06,3,6,TRUE,FALSE
ASPARTIC-ACID,Plant,CID_5960,C([C@@H](C(=O)O)N)C(=O)O,CKLJMWTZIZZHCS-REOHCLBHSA-N,133.1,-2.8,3,5,3,101,Active,N[C@@H](CC(=O)O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FEDC0>,133.10299999999998,-1.127,100.62000000000002,3,3,TRUE,FALSE
BENZOIC-ACID,Flower,CID_243,C1=CC=C(C=C1)C(=O)O,WPYMKLBDIGXBTP-UHFFFAOYSA-N,122.12,1.9,1,2,1,37.3,Active,O=C(O)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FEF10>,122.12299999999996,1.3848,37.3,1,1,TRUE,FALSE
BENZOIC-ACID,Plant,CID_243,C1=CC=C(C=C1)C(=O)O,WPYMKLBDIGXBTP-UHFFFAOYSA-N,122.12,1.9,1,2,1,37.3,Active,O=C(O)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FEF80>,122.12299999999996,1.3848,37.3,1,1,TRUE,FALSE
BENZYL-ALCOHOL,Flower,CID_244,C1=CC=C(C=C1)CO,WVDDGKGOMKODPV-UHFFFAOYSA-N,108.14,1.1,1,1,1,20.2,Active,OCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FEFF0>,108.13999999999997,1.1789,20.23,1,1,TRUE,FALSE
BETA-GERANIOL,Plant,CID_637566,CC(=CCC/C(=C/CO)/C)C,GLZPCOQZEFWAFX-JXMROGBWSA-N,154.25,2.9,1,1,4,20.2,Active,CC(C)=CCC/C(C)=C/CO,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FF0D0>,154.253,2.6714000000000016,20.23,1,1,TRUE,FALSE
BETA-GERANIOL,Flower,CID_637566,CC(=CCC/C(=C/CO)/C)C,GLZPCOQZEFWAFX-JXMROGBWSA-N,154.25,2.9,1,1,4,20.2,Active,CC(C)=CCC/C(C)=C/CO,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FF140>,154.253,2.6714000000000016,20.23,1,1,TRUE,FALSE
BETA-IONONE,Flower,CID_638014,CC1=C(C(CCC1)(C)C)/C=C/C(=O)C,PSQYTAPXSHCGMF-BQYQJAHWSA-N,192.3,2.9,0,1,2,17.1,Active,CC(=O)/C=C/C1=C(C)CCCC1(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FF1B0>,192.30199999999996,3.6582000000000026,17.07,0,1,TRUE,FALSE
BUTYRIC-ACID,Plant,CID_264,CCCC(=O)O,FERIUCNNQQJTOY-UHFFFAOYSA-N,88.11,0.8,1,2,2,37.3,Active,CCCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FF220>,88.10599999999998,0.8711,37.3,1,1,TRUE,FALSE
BUTYRIC-ACID,Flower,CID_264,CCCC(=O)O,FERIUCNNQQJTOY-UHFFFAOYSA-N,88.11,0.8,1,2,2,37.3,Active,CCCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FF290>,88.10599999999998,0.8711,37.3,1,1,TRUE,FALSE
CALCIUM,Seed,CID_5460341,[Ca],OYPRJOBELJOOCE-UHFFFAOYSA-N,40.08,,0,0,0,0,Active,[Ca],<rdkit.Chem.rdchem.Mol object at 0x0000022A292FF300>,40.078,-0.3808,0,0,0,TRUE,FALSE
CALCIUM,Leaf,CID_5460341,[Ca],OYPRJOBELJOOCE-UHFFFAOYSA-N,40.08,,0,0,0,0,Active,[Ca],<rdkit.Chem.rdchem.Mol object at 0x0000022A292FF370>,40.078,-0.3808,0,0,0,TRUE,FALSE
COUMARIN,Plant,CID_323,C1=CC=C2C(=C1)C=CC(=O)O2,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,146.14,1.4,0,2,0,26.3,Active,O=c1ccc2ccccc2o1,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FF5A0>,146.14499999999998,1.793,30.21,0,2,TRUE,FALSE
COUMARIN,Flower,CID_323,C1=CC=C2C(=C1)C=CC(=O)O2,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,146.14,1.4,0,2,0,26.3,Active,O=c1ccc2ccccc2o1,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FF610>,146.14499999999998,1.793,30.21,0,2,TRUE,FALSE
CYSTINE,Seed,CID_67678,C([C@@H](C(=O)O)N)SSC[C@@H](C(=O)O)N,LEVWYRKDKASIDU-IMJSIDKUSA-N,240.3,-6.3,4,8,7,177,Active,N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FF760>,240.306,-0.8084,126.64,4,6,TRUE,FALSE
DIHYDROACTINIDIOLIDE,Flower,CID_6432173,C[C@@]12CCCC(C1=CC(=O)O2)(C)C,IMKHDCBNRDRUEB-LLVKDONJSA-N,180.24,2.2,0,2,0,26.3,Active,CC1(C)CCC[C@@]2(C)OC(=O)C=C12,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FF7D0>,180.24699999999999,2.4384000000000006,26.3,0,2,TRUE,FALSE
ELLAGIC-ACID,Plant,CID_5281855,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,AFSDNFLWKVMVRB-UHFFFAOYSA-N,302.19,1.1,4,8,0,134,Active,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FF920>,302.194,1.3127999999999997,141.34,4,8,TRUE,FALSE
ELLAGIC-ACID,Fruit,CID_5281855,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,AFSDNFLWKVMVRB-UHFFFAOYSA-N,302.19,1.1,4,8,0,134,Active,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FF990>,302.194,1.3127999999999997,141.34,4,8,TRUE,FALSE
EUGENOL,Flower,CID_3314,COC1=C(C=CC(=C1)CC=C)O,RRAFCDWBNXTKKO-UHFFFAOYSA-N,164.2,2,1,2,3,29.5,Active,C=CCc1ccc(O)c(OC)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FFA00>,164.20399999999995,2.1292999999999997,29.46,1,2,TRUE,FALSE
FARNESOL,Plant,CID_3327,CC(=CCCC(=CCCC(=CCO)C)C)C,CRDAMVZIKSXKFV-UHFFFAOYSA-N,222.37,4.8,1,1,7,20.2,Active,CC(C)=CCCC(C)=CCCC(C)=CCO,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FFA70>,222.37199999999996,4.397900000000004,20.23,1,1,TRUE,FALSE
FARNESOL,Flower,CID_3327,CC(=CCCC(=CCCC(=CCO)C)C)C,CRDAMVZIKSXKFV-UHFFFAOYSA-N,222.37,4.8,1,1,7,20.2,Active,CC(C)=CCCC(C)=CCCC(C)=CCO,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FFAE0>,222.37199999999996,4.397900000000004,20.23,1,1,TRUE,FALSE
GALLIC-ACID,Flower,CID_370,C1=C(C=C(C(=C1O)O)O)C(=O)O,LNTHITQWFMADLM-UHFFFAOYSA-N,170.12,0.7,4,5,1,98,Active,O=C(O)c1cc(O)c(O)c(O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FFC30>,170.11999999999998,0.5015999999999998,97.99000000000001,4,4,TRUE,FALSE
GALLIC-ACID,Plant,CID_370,C1=C(C=C(C(=C1O)O)O)C(=O)O,LNTHITQWFMADLM-UHFFFAOYSA-N,170.12,0.7,4,5,1,98,Active,O=C(O)c1cc(O)c(O)c(O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FFCA0>,170.11999999999998,0.5015999999999998,97.99000000000001,4,4,TRUE,FALSE
GERANIOL,Flower,CID_637566,CC(=CCC/C(=C/CO)/C)C,GLZPCOQZEFWAFX-JXMROGBWSA-N,154.25,2.9,1,1,4,20.2,Active,CC(C)=CCC/C(C)=C/CO,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FFD10>,154.253,2.6714000000000016,20.23,1,1,TRUE,FALSE
GERANYL-ACETATE,Flower,CID_1549026,CC(=CCC/C(=C/COC(=O)C)/C)C,HIGQPQRQIQDZMP-DHZHZOJOSA-N,196.29,3.5,0,2,6,26.3,Active,CC(=O)OC/C=C(\C)CCC=C(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FFD80>,196.29,3.242200000000002,26.3,0,2,TRUE,FALSE
GLUTAMIC-ACID,Leaf,CID_33032,C(CC(=O)O)[C@@H](C(=O)O)N,WHUUTDBJXJRKMK-VKHMYHEASA-N,147.13,-3.7,3,5,4,101,Active,N[C@@H](CCC(=O)O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FFDF0>,147.13,-0.7369,100.62000000000002,3,3,TRUE,FALSE
GLYCINE,Leaf,CID_750,C(C(=O)O)N,DHMQDGOQFOQNFH-UHFFFAOYSA-N,75.07,-3.2,2,3,1,63.3,Active,NCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FFE60>,75.067,-0.9703,63.32000000000001,2,2,TRUE,FALSE
HCN,Leaf,CID_768,C#N,LELOWRISYMNNSU-UHFFFAOYSA-N,27.025,0.1,0,1,0,23.8,Active,C#N,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FFED0>,27.025999999999996,0.13978,23.79,0,1,TRUE,FALSE
HISTIDINE,Leaf,CID_6274,C1=C(NC=N1)C[C@@H](C(=O)O)N,HNDVDQJCIGZPNO-YFKPBYRVSA-N,155.15,-3.2,3,4,3,92,Active,N[C@@H](Cc1cnc[nH]1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000022A292FFF40>,155.15699999999998,-0.6359,92,3,3,TRUE,FALSE
HYDROXYACETOPHENONE,Plant,CID_7469,CC(=O)C1=CC=C(C=C1)O,TXFPEBPIARQUIG-UHFFFAOYSA-N,136.15,1.4,1,2,1,37.3,Active,CC(=O)c1ccc(O)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022A29300040>,136.14999999999998,1.5948,37.3,1,2,TRUE,FALSE
IRON,Leaf,CID_23925,[Fe],XEEYBQQBJWHFJM-UHFFFAOYSA-N,55.84,,0,0,0,0,Active,[Fe],<rdkit.Chem.rdchem.Mol object at 0x0000022A293000B0>,55.845,-0.0025,0,0,0,TRUE,FALSE
ISOLEUCINE,Seed,CID_6306,CC[C@H](C)[C@@H](C(=O)O)N,AGPKZVBTJJNPAG-WHFBIAKZSA-N,131.17,-1.7,2,3,3,63.3,Active,CC[C@H](C)[C@H](N)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000022A29300120>,131.175,0.44439999999999996,63.32000000000001,2,2,TRUE,FALSE
ISOLEUCINE,Leaf,CID_6306,CC[C@H](C)[C@@H](C(=O)O)N,AGPKZVBTJJNPAG-WHFBIAKZSA-N,131.17,-1.7,2,3,3,63.3,Active,CC[C@H](C)[C@H](N)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000022A29300190>,131.175,0.44439999999999996,63.32000000000001,2,2,TRUE,FALSE
KAEMPFEROL,Plant,CID_5280863,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,IYRMWMYZSQPJKC-UHFFFAOYSA-N,286.24,1.9,4,6,1,107,Active,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,<rdkit.Chem.rdchem.Mol object at 0x0000022A29300270>,286.23900000000003,2.2824000000000004,111.13000000000001,4,6,TRUE,FALSE
KAEMPFEROL,Fruit,CID_5280863,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,IYRMWMYZSQPJKC-UHFFFAOYSA-N,286.24,1.9,4,6,1,107,Active,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,<rdkit.Chem.rdchem.Mol object at 0x0000022A293002E0>,286.23900000000003,2.2824000000000004,111.13000000000001,4,6,TRUE,FALSE
LEUCINE,Seed,CID_6106,CC(C)C[C@@H](C(=O)O)N,ROHFNLRQFUQHCH-YFKPBYRVSA-N,131.17,-1.5,2,3,3,63.3,Active,CC(C)C[C@H](N)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000022A29300350>,131.175,0.44439999999999996,63.32000000000001,2,2,TRUE,FALSE
LEUCINE,Leaf,CID_6106,CC(C)C[C@@H](C(=O)O)N,ROHFNLRQFUQHCH-YFKPBYRVSA-N,131.17,-1.5,2,3,3,63.3,Active,CC(C)C[C@H](N)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000022A293003C0>,131.175,0.44439999999999996,63.32000000000001,2,2,TRUE,FALSE
LINALOL,Flower,CID_6549,CC(=CCCC(C)(C=C)O)C,CDOSHBSSFJOMGT-UHFFFAOYSA-N,154.25,2.7,1,1,4,20.2,Active,C=CC(C)(O)CCC=C(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000022A29300430>,154.253,2.6698000000000013,20.23,1,1,TRUE,FALSE
LINALOOL,Plant,CID_6549,CC(=CCCC(C)(C=C)O)C,CDOSHBSSFJOMGT-UHFFFAOYSA-N,154.25,2.7,1,1,4,20.2,Active,C=CC(C)(O)CCC=C(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000022A293004A0>,154.253,2.6698000000000013,20.23,1,1,TRUE,FALSE
LINALOOL,Flower,CID_6549,CC(=CCCC(C)(C=C)O)C,CDOSHBSSFJOMGT-UHFFFAOYSA-N,154.25,2.7,1,1,4,20.2,Active,C=CC(C)(O)CCC=C(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000022A29300510>,154.253,2.6698000000000013,20.23,1,1,TRUE,FALSE
LINALYL-ACETATE,Flower,CID_8294,CC(=CCCC(C)(C=C)OC(=O)C)C,UWKAYLJWKGQEPM-UHFFFAOYSA-N,196.29,3.3,0,2,6,26.3,Active,C=CC(C)(CCC=C(C)C)OC(C)=O,<rdkit.Chem.rdchem.Mol object at 0x0000022A29300580>,196.28999999999996,3.2406000000000024,26.3,0,2,TRUE,FALSE
LINALYL-ACETATE,Plant,CID_8294,CC(=CCCC(C)(C=C)OC(=O)C)C,UWKAYLJWKGQEPM-UHFFFAOYSA-N,196.29,3.3,0,2,6,26.3,Active,C=CC(C)(CCC=C(C)C)OC(C)=O,<rdkit.Chem.rdchem.Mol object at 0x0000022A293005F0>,196.28999999999996,3.2406000000000024,26.3,0,2,TRUE,FALSE
LINAMARIN,Plant,CID_11128,CC(C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,QLTCHMYAEJEXBT-ZEBDFXRSSA-N,247.24,-1.8,4,7,3,123,Active,CC(C)(C#N)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x0000022A29300660>,247.247,-1.89492,123.17000000000002,4,7,TRUE,FALSE
LOTAUSTRALIN,Plant,CID_441467,CC[C@](C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,WEWBWVMTOYUPHH-QHAQEBJBSA-N,261.27,-1.1,4,7,4,123,Active,CC[C@](C)(C#N)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x0000022A29300740>,261.274,-1.50482,123.17000000000002,4,7,TRUE,FALSE
LYSINE,Seed,CID_5962,C(CCN)C[C@@H](C(=O)O)N,KDXKERNSBIXSRK-YFKPBYRVSA-N,146.19,-3,3,4,5,89.3,Active,NCCCC[C@H](N)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000022A293007B0>,146.19,-0.4727,89.34,3,3,TRUE,FALSE
LYSINE,Leaf,CID_5962,C(CCN)C[C@@H](C(=O)O)N,KDXKERNSBIXSRK-YFKPBYRVSA-N,146.19,-3,3,4,5,89.3,Active,NCCCC[C@H](N)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000022A29300820>,146.19,-0.4727,89.34,3,3,TRUE,FALSE
METHIONINE,Seed,CID_6137,CSCC[C@@H](C(=O)O)N,FFEARJCKVFRZRR-BYPYZUCNSA-N,149.21,-1.9,2,4,4,88.6,Active,CSCC[C@H](N)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000022A29300890>,149.215,0.1513999999999998,63.32000000000001,2,3,TRUE,FALSE
METHIONINE,Leaf,CID_6137,CSCC[C@@H](C(=O)O)N,FFEARJCKVFRZRR-BYPYZUCNSA-N,149.21,-1.9,2,4,4,88.6,Active,CSCC[C@H](N)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000022A29300900>,149.215,0.1513999999999998,63.32000000000001,2,3,TRUE,FALSE
METHYL-GALLATE,Plant,CID_7428,COC(=O)C1=CC(=C(C(=C1)O)O)O,FBSFWRHWHYMIOG-UHFFFAOYSA-N,184.15,0.9,3,5,2,87,Active,COC(=O)c1cc(O)c(O)c(O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022A29300970>,184.147,0.5899999999999996,86.99000000000001,3,5,TRUE,FALSE
METHYL-GALLATE,Fruit,CID_7428,COC(=O)C1=CC(=C(C(=C1)O)O)O,FBSFWRHWHYMIOG-UHFFFAOYSA-N,184.15,0.9,3,5,2,87,Active,COC(=O)c1cc(O)c(O)c(O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022A293009E0>,184.147,0.5899999999999996,86.99000000000001,3,5,TRUE,FALSE
METHYL-SALICYLATE,Flower,CID_4133,COC(=O)C1=CC=CC=C1O,OSWPMRLSEDHDFF-UHFFFAOYSA-N,152.15,2.3,1,3,2,46.5,Active,COC(=O)c1ccccc1O,<rdkit.Chem.rdchem.Mol object at 0x0000022A29300A50>,152.14899999999997,1.1787999999999998,46.53,1,3,TRUE,FALSE
N-METHYL-BETA-PHENETHYLAMINE,Flower,CID_11503,CNCCC1=CC=CC=C1,SASNBVQSOZSTPD-UHFFFAOYSA-N,135.21,1.9,1,1,3,12,Active,CNCCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x0000022A29300AC0>,135.20999999999998,1.4485,12.03,1,1,TRUE,FALSE
N-METHYL-BETA-PHENETHYLAMINE,Plant,CID_11503,CNCCC1=CC=CC=C1,SASNBVQSOZSTPD-UHFFFAOYSA-N,135.21,1.9,1,1,3,12,Active,CNCCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x0000022A29300B30>,135.20999999999998,1.4485,12.03,1,1,TRUE,FALSE
NARINGENIN,Fruit,CID_439246,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,FTVWIRXFELQLPI-ZDUSSCGKSA-N,272.25,2.4,3,5,1,87,Active,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,<rdkit.Chem.rdchem.Mol object at 0x0000022A29300BA0>,272.25600000000003,2.5099000000000014,86.99000000000001,3,5,TRUE,FALSE
NEROLIDOL,Flower,CID_8888,CC(=CCCC(=CCCC(C)(C=C)O)C)C,FQTLCLSUCSAZDY-UHFFFAOYSA-N,222.37,4.6,1,1,7,20.2,Active,C=CC(C)(O)CCC=C(C)CCC=C(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000022A29300DD0>,222.37199999999996,4.396300000000004,20.23,1,1,TRUE,FALSE
NIACIN,Leaf,CID_938,C1=CC(=CN=C1)C(=O)O,PVNIIMVLHYAWGP-UHFFFAOYSA-N,123.11,0.4,1,3,1,50.2,Active,O=C(O)c1cccnc1,<rdkit.Chem.rdchem.Mol object at 0x0000022A29300E40>,123.11099999999998,0.7797999999999999,50.19,1,2,TRUE,FALSE
NITROGEN,Leaf,CID_947,N#N,IJGRMHOSHXDMSA-UHFFFAOYSA-N,28.014,0.1,0,2,0,47.6,Active,N#N,<rdkit.Chem.rdchem.Mol object at 0x0000022A29300EB0>,28.014,0.03016,47.58,0,2,TRUE,FALSE
P-CRESOL,Flower,CID_2879,CC1=CC=C(C=C1)O,IWDCLRJOBJJRNH-UHFFFAOYSA-N,108.14,1.9,1,1,0,20.2,Active,Cc1ccc(O)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022A29301070>,108.13999999999999,1.7006199999999998,20.23,1,1,TRUE,FALSE
PHENYLALANINE,Seed,CID_6140,C1=CC=C(C=C1)C[C@@H](C(=O)O)N,COLNVLDHVKWLRT-QMMMGPOBSA-N,165.19,-1.5,2,3,3,63.3,Active,N[C@@H](Cc1ccccc1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000022A293011C0>,165.19199999999995,0.641,63.32000000000001,2,2,TRUE,FALSE
PHENYLALANINE,Leaf,CID_6140,C1=CC=C(C=C1)C[C@@H](C(=O)O)N,COLNVLDHVKWLRT-QMMMGPOBSA-N,165.19,-1.5,2,3,3,63.3,Active,N[C@@H](Cc1ccccc1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000022A29301230>,165.19199999999995,0.641,63.32000000000001,2,2,TRUE,FALSE
PHOSPHORUS,Seed,CID_5462309,[P],OAICVXFJPJFONN-UHFFFAOYSA-N,30.973762,,0,0,0,0,Active,[P],<rdkit.Chem.rdchem.Mol object at 0x0000022A293012A0>,30.974,0.8612,0,0,0,TRUE,FALSE
PHOSPHORUS,Leaf,CID_5462309,[P],OAICVXFJPJFONN-UHFFFAOYSA-N,30.973762,,0,0,0,0,Active,[P],<rdkit.Chem.rdchem.Mol object at 0x0000022A29301310>,30.974,0.8612,0,0,0,TRUE,FALSE
PINITOL,Flower,CID_164619,COC1[C@@H]([C@H](C([C@@H]([C@@H]1O)O)O)O)O,DSCFFEYYQKSRSV-FEPQRWDDSA-N,194.18,-3.2,5,6,1,110,Active,COC1[C@@H](O)[C@@H](O)C(O)[C@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x0000022A29301380>,194.18300000000002,-3.1805,110.38000000000001,5,6,TRUE,FALSE
PIPECOLIC-ACID,Plant,CID_849,C1CCNC(C1)C(=O)O,HXEACLLIILLPRG-UHFFFAOYSA-N,129.16,-2.3,2,3,1,49.3,Active,O=C(O)C1CCCCN1,<rdkit.Chem.rdchem.Mol object at 0x0000022A293013F0>,129.15900000000002,0.21310000000000012,49.33,2,2,TRUE,FALSE
PROLINE,Leaf,CID_145742,C1C[C@H](NC1)C(=O)O,ONIBWKKTOPOVIA-BYPYZUCNSA-N,115.13,-2.5,2,3,1,49.3,Active,O=C(O)[C@@H]1CCCN1,<rdkit.Chem.rdchem.Mol object at 0x0000022A29301460>,115.13200000000002,-0.177,49.33,2,2,TRUE,FALSE
RIBOFLAVIN,Leaf,CID_493570,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O,AUNGANRZJHBGPY-SCRDCRAPSA-N,376.4,-1.5,5,7,5,155,Active,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,<rdkit.Chem.rdchem.Mol object at 0x0000022A293014D0>,376.36900000000014,-1.72356,161.56,5,9,TRUE,FALSE
SALICYLIC-ACID,Plant,CID_338,C1=CC=C(C(=C1)C(=O)O)O,YGSDEFSMJLZEOE-UHFFFAOYSA-N,138.12,2.3,2,3,1,57.5,Active,O=C(O)c1ccccc1O,<rdkit.Chem.rdchem.Mol object at 0x0000022A293015B0>,138.12199999999999,1.0903999999999998,57.53,2,2,TRUE,FALSE
SALICYLIC-ACID,Flower,CID_338,C1=CC=C(C(=C1)C(=O)O)O,YGSDEFSMJLZEOE-UHFFFAOYSA-N,138.12,2.3,2,3,1,57.5,Active,O=C(O)c1ccccc1O,<rdkit.Chem.rdchem.Mol object at 0x0000022A29301620>,138.12199999999999,1.0903999999999998,57.53,2,2,TRUE,FALSE
SERINE,Leaf,CID_5951,C([C@@H](C(=O)O)N)O,MTCFGRXMJLQNBG-REOHCLBHSA-N,105.09,-3.1,3,4,2,83.6,Active,N[C@@H](CO)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000022A29301690>,105.09299999999999,-1.6094,83.55,3,3,TRUE,FALSE
THIAMIN,Leaf,CID_1130,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO,JZRWCGZRTZMZEH-UHFFFAOYSA-N,265.36,1,2,5,4,104,Active,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,<rdkit.Chem.rdchem.Mol object at 0x0000022A29301930>,265.36199999999997,0.60774,75.91,2,5,TRUE,FALSE
